"","type","lat","lon","sb_lat","sb_lon","feet","string_check","sb_name"
"9705","Starbucks",40.745103,-73.998743,40.742999,-74.000343,885.54,"40.745103 -73.998743","40.742999 -74.000343"
"9706","Starbucks",37.099016,-121.015563,37.056733,-120.871953,44635.17,"37.099016 -121.015563","37.056733 -120.871953"
"9707","Starbucks",34.10693,-117.938589,34.133188,-117.907892,13328.24,"34.10693 -117.938589","34.133188 -117.907892"
"9708","Starbucks",40.130716,-76.305346,40.133169,-76.304124,956.72,"40.130716 -76.305346","40.133169 -76.304124"
"9709","Starbucks",32.807271,-116.950822,32.795115,-116.962754,5745.12,"32.807271 -116.950822","32.795115 -116.962754"
"9710","Starbucks",44.049739,-123.089477,44.052154,-123.099542,2788.87,"44.049739 -123.089477","44.052154 -123.099542"
"9711","Starbucks",44.583477,-123.257364,44.587164,-123.251357,2063.1,"44.583477 -123.257364","44.587164 -123.251357"
"9712","Starbucks",47.679027,-122.177953,47.678863,-122.173714,1045.98,"47.679027 -122.177953","47.678863 -122.173714"
"9713","Starbucks",47.205797,-122.483484,47.215713,-122.467353,5399.62,"47.205797 -122.483484","47.215713 -122.467353"
"9714","Starbucks",45.530693,-122.662006,45.533954,-122.661939,1189.23,"45.530693 -122.662006","45.533954 -122.661939"
"9715","Starbucks",47.906123,-122.29405,47.89125,-122.287606,5651.19,"47.906123 -122.29405","47.89125 -122.287606"
"9716","Starbucks",44.631276,-123.075388,44.627457,-123.081347,2084.58,"44.631276 -123.075388","44.627457 -123.081347"
"9717","Starbucks",44.052154,-123.099542,44.051653,-123.100251,260.97,"44.052154 -123.099542","44.051653 -123.100251"
"9718","Starbucks",44.051653,-123.100251,44.052154,-123.099542,260.97,"44.051653 -123.100251","44.052154 -123.099542"
"9719","Starbucks",47.547647,-122.322402,47.566739,-122.329692,7193.11,"47.547647 -122.322402","47.566739 -122.329692"
"9720","Starbucks",46.61808,-120.561806,46.600141,-120.583724,8552.95,"46.61808 -120.561806","46.600141 -120.583724"
"9721","Starbucks",45.596501,-122.47639,45.594758,-122.47648,636,"45.596501 -122.47639","45.594758 -122.47648"
"9722","Starbucks",45.498238,-122.409568,45.495096,-122.407349,1279.23,"45.498238 -122.409568","45.495096 -122.407349"
"9723","Starbucks",47.048494,-122.830415,47.049789,-122.828951,596.92,"47.048494 -122.830415","47.049789 -122.828951"
"9724","Starbucks",47.715983,-122.297558,47.717819,-122.312621,3768.05,"47.715983 -122.297558","47.717819 -122.312621"
"9725","Starbucks",47.477539,-122.216304,47.479965,-122.214765,963.29,"47.477539 -122.216304","47.479965 -122.214765"
"9726","Starbucks",45.490554,-122.57856,45.50202,-122.578342,4181.35,"45.490554 -122.57856","45.50202 -122.578342"
"9727","Starbucks",45.41743,-122.737941,45.419943,-122.739562,1006.45,"45.41743 -122.737941","45.419943 -122.739562"
"9728","Starbucks",47.380865,-122.25289,47.379985,-122.246648,1579.42,"47.380865 -122.25289","47.379985 -122.246648"
"9729","Starbucks",47.84943,-122.252206,47.847843,-122.271551,4785.29,"47.84943 -122.252206","47.847843 -122.271551"
"9730","Starbucks",47.664405,-122.29897,47.66327,-122.299263,420.27,"47.664405 -122.29897","47.66327 -122.299263"
"9731","Starbucks",47.587011,-122.236899,47.586563,-122.235281,431.44,"47.587011 -122.236899","47.586563 -122.235281"
"9732","Starbucks",47.925008,-122.097336,47.942309,-122.108608,6889.77,"47.925008 -122.097336","47.942309 -122.108608"
"9733","Starbucks",47.603837,-122.335584,47.605286,-122.33437,607.51,"47.603837 -122.335584","47.605286 -122.33437"
"9734","Starbucks",45.517709,-122.691937,45.523026,-122.691685,1939.88,"45.517709 -122.691937","45.523026 -122.691685"
"9735","Starbucks",45.438275,-122.753925,45.441246,-122.7516,1236.86,"45.438275 -122.753925","45.441246 -122.7516"
"9736","Starbucks",47.304409,-122.57992,47.30178,-122.57916,977.31,"47.304409 -122.57992","47.30178 -122.57916"
"9737","Starbucks",47.358417,-122.117265,47.357019,-122.11329,1109.37,"47.358417 -122.117265","47.357019 -122.11329"
"9738","Starbucks",45.433748,-122.558832,45.432761,-122.570568,3034.36,"45.433748 -122.558832","45.432761 -122.570568"
"9739","Starbucks",47.315455,-122.307044,47.313146,-122.305027,979.63,"47.315455 -122.307044","47.313146 -122.305027"
"9740","Starbucks",47.244675,-122.210552,47.272756,-122.227504,11073.93,"47.244675 -122.210552","47.272756 -122.227504"
"9741","Starbucks",47.101438,-119.247105,47.13015,-119.268623,11763.47,"47.101438 -119.247105","47.13015 -119.268623"
"9742","Starbucks",46.674444,-122.978237,46.654861,-122.95375,9424.05,"46.674444 -122.978237","46.654861 -122.95375"
"9743","Starbucks",45.529935,-122.682611,45.53006,-122.68445,473.51,"45.529935 -122.682611","45.53006 -122.68445"
"9744","Starbucks",47.669034,-117.105541,47.668351,-117.106823,402.31,"47.669034 -117.105541","47.668351 -117.106823"
"9745","Starbucks",47.740567,-117.48574,47.715723,-117.436605,15111.96,"47.740567 -117.48574","47.715723 -117.436605"
"9746","Starbucks",47.522721,-122.365578,47.522233,-122.365665,179.3,"47.522721 -122.365578","47.522233 -122.365665"
"9747","Starbucks",45.615848,-122.504627,45.605516,-122.501417,3856.07,"45.615848 -122.504627","45.605516 -122.501417"
"9748","Starbucks",45.443935,-122.627636,45.447118,-122.61843,2632.57,"45.443935 -122.627636","45.447118 -122.61843"
"9749","Starbucks",45.403597,-122.284469,45.403176,-122.292478,2062.93,"45.403597 -122.284469","45.403176 -122.292478"
"9750","Starbucks",46.998834,-122.916104,46.998501,-122.914965,309.08,"46.998834 -122.916104","46.998501 -122.914965"
"9751","Starbucks",47.775619,-122.346349,47.775213,-122.342826,878.85,"47.775619 -122.346349","47.775213 -122.342826"
"9752","Starbucks",46.593242,-120.604803,46.599061,-120.584739,5472.38,"46.593242 -120.604803","46.599061 -120.584739"
"9753","Starbucks",47.31607,-122.22212,47.321074,-122.220698,1859.01,"47.31607 -122.22212","47.321074 -122.220698"
"9754","Starbucks",47.059613,-122.76472,47.059442,-122.766411,426.07,"47.059613 -122.76472","47.059442 -122.766411"
"9755","Starbucks",44.069305,-123.103029,44.052154,-123.099542,6319.21,"44.069305 -123.103029","44.052154 -123.099542"
"9756","Starbucks",45.421722,-122.783933,45.40734,-122.793101,5748.47,"45.421722 -122.783933","45.40734 -122.793101"
"9757","Starbucks",47.458917,-122.259001,47.4587,-122.256738,565.4,"47.458917 -122.259001","47.4587 -122.256738"
"9758","Starbucks",47.708247,-122.332105,47.709062,-122.325428,1670.6,"47.708247 -122.332105","47.709062 -122.325428"
"9759","Starbucks",47.599056,-122.332658,47.601596,-122.333998,983.75,"47.599056 -122.332658","47.601596 -122.333998"
"9760","Starbucks",47.441163,-122.215176,47.442189,-122.197412,4411.84,"47.441163 -122.215176","47.442189 -122.197412"
"9761","Starbucks",46.26261,-119.285856,46.262994,-119.266417,4918.86,"46.26261 -119.285856","46.262994 -119.266417"
"9762","Starbucks",46.739399,-117.17188,46.715836,-117.178087,8733.74,"46.739399 -117.17188","46.715836 -117.178087"
"9763","Starbucks",46.734071,-117.028907,46.728104,-117.00666,5988.46,"46.734071 -117.028907","46.728104 -117.00666"
"9764","Starbucks",47.761353,-122.176264,47.755875,-122.156948,5154.34,"47.761353 -122.176264","47.755875 -122.156948"
"9765","Starbucks",47.622934,-122.356908,47.623776,-122.357803,378.22,"47.622934 -122.356908","47.623776 -122.357803"
"9766","Starbucks",46.406634,-117.001383,46.419858,-117.041922,11306.01,"46.406634 -117.001383","46.419858 -117.041922"
"9767","Starbucks",47.670781,-122.113987,47.671382,-122.110006,1005.06,"47.670781 -122.113987","47.671382 -122.110006"
"9768","Starbucks",47.359531,-122.606786,47.360834,-122.604984,652.2,"47.359531 -122.606786","47.360834 -122.604984"
"9769","Starbucks",47.410663,-120.290278,47.404891,-120.280862,3141.52,"47.410663 -120.290278","47.404891 -120.280862"
"9770","Starbucks",45.723339,-122.652731,45.719773,-122.662945,2914.94,"45.723339 -122.652731","45.719773 -122.662945"
"9771","Starbucks",47.605286,-122.33437,47.605674,-122.33511,230.99,"47.605286 -122.33437","47.605674 -122.33511"
"9772","Starbucks",47.701661,-122.36397,47.692678,-122.354591,4009.03,"47.701661 -122.36397","47.692678 -122.354591"
"9773","Starbucks",47.471285,-122.334916,47.471642,-122.336181,338.88,"47.471285 -122.334916","47.471642 -122.336181"
"9774","Starbucks",45.627365,-122.674027,45.63938,-122.671686,4422.01,"45.627365 -122.674027","45.63938 -122.671686"
"9775","Starbucks",47.611407,-122.337617,47.611652,-122.3362,360.77,"47.611407 -122.337617","47.611652 -122.3362"
"9776","Starbucks",47.611652,-122.3362,47.611621,-122.336154,16.02,"47.611652 -122.3362","47.611621 -122.336154"
"9777","Starbucks",47.742583,-117.409409,47.750283,-117.397633,4035.3,"47.742583 -117.409409","47.750283 -117.397633"
"9778","Starbucks",47.61258,-122.196623,47.615016,-122.196021,900.92,"47.61258 -122.196623","47.615016 -122.196021"
"9779","Starbucks",47.799957,-122.332046,47.784338,-122.344247,6438.79,"47.799957 -122.332046","47.784338 -122.344247"
"9780","Starbucks",47.651957,-122.68152,47.651451,-122.688502,1730.77,"47.651957 -122.68152","47.651451 -122.688502"
"9781","Starbucks",47.578338,-122.16753,47.578295,-122.16757,18.53,"47.578338 -122.16753","47.578295 -122.16757"
"9782","Starbucks",47.442423,-122.335127,47.44238,-122.335208,25.45,"47.442423 -122.335127","47.44238 -122.335208"
"9783","Starbucks",47.666418,-122.196785,47.676806,-122.199609,3852.69,"47.666418 -122.196785","47.676806 -122.199609"
"9784","Starbucks",47.628164,-122.141113,47.628864,-122.143915,736.61,"47.628164 -122.141113","47.628864 -122.143915"
"9785","Starbucks",47.610259,-122.322595,47.609075,-122.323838,529.67,"47.610259 -122.322595","47.609075 -122.323838"
"9786","Starbucks",47.586563,-122.235281,47.587011,-122.236899,431.44,"47.586563 -122.235281","47.587011 -122.236899"
"9787","Starbucks",47.648282,-122.378031,47.659799,-122.368622,4798.69,"47.648282 -122.378031","47.659799 -122.368622"
"9788","Starbucks",46.728597,-122.981263,46.727948,-122.980724,272.58,"46.728597 -122.981263","46.727948 -122.980724"
"9789","Starbucks",47.59497,-120.66325,47.596956,-120.647267,4009.62,"47.59497 -120.66325","47.596956 -120.647267"
"9790","Starbucks",47.609367,-122.316572,47.610259,-122.322595,1520.93,"47.609367 -122.316572","47.610259 -122.322595"
"9791","Starbucks",47.545926,-122.059566,47.546386,-122.060324,251.4,"47.545926 -122.059566","47.546386 -122.060324"
"9792","Starbucks",48.0756,-122.18131,48.085102,-122.169952,4441.25,"48.0756 -122.18131","48.085102 -122.169952"
"9793","Starbucks",47.243566,-122.526357,47.235681,-122.527231,2884.26,"47.243566 -122.526357","47.235681 -122.527231"
"9794","Starbucks",47.979768,-122.208331,47.982548,-122.200686,2129.43,"47.979768 -122.208331","47.982548 -122.200686"
"9795","Starbucks",47.765809,-122.211323,47.764989,-122.209475,544.1,"47.765809 -122.211323","47.764989 -122.209475"
"9796","Starbucks",47.775985,-122.310359,47.791223,-122.291749,7199.46,"47.775985 -122.310359","47.791223 -122.291749"
"9797","Starbucks",47.547341,-122.039317,47.548544,-122.039445,439.96,"47.547341 -122.039317","47.548544 -122.039445"
"9798","Starbucks",45.78141,-122.548748,45.781539,-122.546601,549.81,"45.78141 -122.548748","45.781539 -122.546601"
"9799","Starbucks",47.615946,-122.196535,47.615016,-122.196021,362.16,"47.615946 -122.196535","47.615016 -122.196021"
"9800","Starbucks",47.606415,-122.336498,47.606259,-122.335124,343.7,"47.606415 -122.336498","47.606259 -122.335124"
"9801","Starbucks",47.54163,-122.225776,47.541036,-122.225855,217.55,"47.54163 -122.225776","47.541036 -122.225855"
"9802","Starbucks",47.609013,-122.140003,47.617166,-122.130732,3751.55,"47.609013 -122.140003","47.617166 -122.130732"
"9803","Starbucks",47.597591,-122.328514,47.599056,-122.332658,1153.67,"47.597591 -122.328514","47.599056 -122.332658"
"9804","Starbucks",47.579056,-122.411002,47.580177,-122.386071,6166.94,"47.579056 -122.411002","47.580177 -122.386071"
"9805","Starbucks",48.152419,-122.180256,48.151633,-122.181545,425.71,"48.152419 -122.180256","48.151633 -122.181545"
"9806","Starbucks",48.769671,-122.443861,48.769447,-122.444494,173.16,"48.769671 -122.443861","48.769447 -122.444494"
"9807","Starbucks",48.000816,-122.109856,48.000879,-122.105719,1013.12,"48.000816 -122.109856","48.000879 -122.105719"
"9808","Starbucks",47.576967,-122.296749,47.579022,-122.299493,1010.26,"47.576967 -122.296749","47.579022 -122.299493"
"9809","Starbucks",45.51835,-122.682033,45.516981,-122.679914,737.73,"45.51835 -122.682033","45.516981 -122.679914"
"9810","Starbucks",47.724335,-122.345499,47.741063,-122.343848,6115.62,"47.724335 -122.345499","47.741063 -122.343848"
"9811","Starbucks",48.421,-122.307865,48.43,-122.33,6298.26,"48.421 -122.307865","48.43 -122.33"
"9812","Starbucks",47.61222,-122.333406,47.612826,-122.335333,524.2,"47.61222 -122.333406","47.612826 -122.335333"
"9813","Starbucks",47.733578,-122.313112,47.733942,-122.312264,247.35,"47.733578 -122.313112","47.733942 -122.312264"
"9814","Starbucks",47.61401,-122.347266,47.614047,-122.347312,17.63,"47.61401 -122.347266","47.614047 -122.347312"
"9815","Starbucks",47.80922,-122.205721,47.809963,-122.205925,275.64,"47.80922 -122.205721","47.809963 -122.205925"
"9816","Starbucks",47.659799,-122.368622,47.668303,-122.374615,3435.67,"47.659799 -122.368622","47.668303 -122.374615"
"9817","Starbucks",47.606259,-122.335124,47.605674,-122.33511,213.42,"47.606259 -122.335124","47.605674 -122.33511"
"9818","Starbucks",45.677866,-122.662485,45.68161,-122.668243,2007.5,"45.677866 -122.662485","45.68161 -122.668243"
"9819","Starbucks",48.73257,-122.46928,48.736463,-122.484281,3888.96,"48.73257 -122.46928","48.736463 -122.484281"
"9820","Starbucks",47.610611,-122.335336,47.610639,-122.335357,11.45,"47.610611 -122.335336","47.610639 -122.335357"
"9821","Starbucks",47.15642,-122.292479,47.148853,-122.291678,2767.23,"47.15642 -122.292479","47.148853 -122.291678"
"9822","Starbucks",46.067089,-118.33842,46.070181,-118.337541,1149.45,"46.067089 -118.33842","46.070181 -118.337541"
"9823","Starbucks",48.285565,-122.661714,48.289247,-122.659017,1495.17,"48.285565 -122.661714","48.289247 -122.659017"
"9824","Starbucks",47.662079,-117.195829,47.658457,-117.1936,1430.87,"47.662079 -117.195829","47.658457 -117.1936"
"9825","Starbucks",47.756696,-122.236806,47.758961,-122.247475,2751.32,"47.756696 -122.236806","47.758961 -122.247475"
"9826","Starbucks",47.619378,-122.324963,47.62228,-122.321106,1423.17,"47.619378 -122.324963","47.62228 -122.321106"
"9827","Starbucks",48.509122,-122.612226,48.512603,-122.611899,1272.46,"48.509122 -122.612226","48.512603 -122.611899"
"9828","Starbucks",47.610608,-122.200706,47.613097,-122.201309,920.03,"47.610608 -122.200706","47.613097 -122.201309"
"9829","Starbucks",47.558767,-122.285261,47.569106,-122.288697,3865.62,"47.558767 -122.285261","47.569106 -122.288697"
"9830","Starbucks",47.820575,-122.288043,47.819971,-122.293088,1258.9,"47.820575 -122.288043","47.819971 -122.293088"
"9831","Starbucks",45.63656,-122.506474,45.615848,-122.504627,7567.39,"45.63656 -122.506474","45.615848 -122.504627"
"9832","Starbucks",47.612593,-122.035075,47.614864,-122.035378,831.77,"47.612593 -122.035075","47.614864 -122.035378"
"9833","Starbucks",47.255311,-122.473458,47.255454,-122.463729,2416.62,"47.255311 -122.473458","47.255454 -122.463729"
"9834","Starbucks",47.488636,-122.15562,47.489683,-122.161091,1405.53,"47.488636 -122.15562","47.489683 -122.161091"
"9835","Starbucks",47.8811,-122.240558,47.891054,-122.257724,5561.17,"47.8811 -122.240558","47.891054 -122.257724"
"9836","Starbucks",47.611037,-122.347448,47.61401,-122.347266,1085.41,"47.611037 -122.347448","47.61401 -122.347266"
"9837","Starbucks",47.658842,-117.42304,47.654715,-117.411522,3213.14,"47.658842 -117.42304","47.654715 -117.411522"
"9838","Starbucks",46.145876,-122.930474,46.146751,-122.926148,1142.01,"46.145876 -122.930474","46.146751 -122.926148"
"9839","Starbucks",47.450086,-122.261998,47.455691,-122.256563,2447.08,"47.450086 -122.261998","47.455691 -122.256563"
"9840","Starbucks",43.599461,-116.192995,43.602794,-116.201954,2666.15,"43.599461 -116.192995","43.602794 -116.201954"
"9841","Starbucks",48.843542,-122.580537,48.78937,-122.508772,26261.01,"48.843542 -122.580537","48.78937 -122.508772"
"9842","Starbucks",47.755875,-122.156948,47.754675,-122.155433,574.89,"47.755875 -122.156948","47.754675 -122.155433"
"9843","Starbucks",47.51919,-122.62719,47.518166,-122.630402,877.19,"47.51919 -122.62719","47.518166 -122.630402"
"9844","Starbucks",47.38163,-122.237171,47.379985,-122.246648,2423.37,"47.38163 -122.237171","47.379985 -122.246648"
"9845","Starbucks",47.612826,-122.335333,47.611665,-122.336031,457.16,"47.612826 -122.335333","47.611665 -122.336031"
"9846","Starbucks",47.607796,-122.336611,47.607424,-122.337397,236.66,"47.607796 -122.336611","47.607424 -122.337397"
"9847","Starbucks",47.862342,-121.980709,47.86144,-121.978874,557.84,"47.862342 -121.980709","47.86144 -121.978874"
"9848","Starbucks",47.360386,-122.02037,47.360539,-122.018638,432.88,"47.360386 -122.02037","47.360539 -122.018638"
"9849","Starbucks",47.17008,-122.16967,47.172191,-122.171782,932.11,"47.17008 -122.16967","47.172191 -122.171782"
"9850","Starbucks",47.879424,-122.209632,47.876971,-122.187052,5613.12,"47.879424 -122.209632","47.876971 -122.187052"
"9851","Starbucks",47.558606,-122.114609,47.58213,-122.13482,9925.98,"47.558606 -122.114609","47.58213 -122.13482"
"9852","Starbucks",43.589485,-116.316232,43.590258,-116.290458,6834.61,"43.589485 -116.316232","43.590258 -116.290458"
"9853","Starbucks",47.322967,-122.355612,47.30059,-122.36099,8270.49,"47.322967 -122.355612","47.30059 -122.36099"
"9854","Starbucks",47.274631,-122.464631,47.271238,-122.489027,6181.55,"47.274631 -122.464631","47.271238 -122.489027"
"9855","Starbucks",45.719773,-122.662945,45.723339,-122.652731,2914.94,"45.719773 -122.662945","45.723339 -122.652731"
"9856","Starbucks",47.675689,-122.316392,47.681583,-122.317462,2166.12,"47.675689 -122.316392","47.681583 -122.317462"
"9857","Starbucks",47.0267,-122.803505,47.038086,-122.823193,6430.55,"47.0267 -122.803505","47.038086 -122.823193"
"9858","Starbucks",43.604695,-116.282635,43.608635,-116.284294,1501.93,"43.604695 -116.282635","43.608635 -116.284294"
"9859","Starbucks",47.298551,-122.359066,47.30059,-122.36099,883.77,"47.298551 -122.359066","47.30059 -122.36099"
"9860","Starbucks",47.416078,-122.198207,47.415129,-122.19598,651.03,"47.416078 -122.198207","47.415129 -122.19598"
"9861","Starbucks",47.094789,-122.622911,47.092827,-122.645776,5740.23,"47.094789 -122.622911","47.092827 -122.645776"
"9862","Starbucks",47.097454,-122.296342,47.098695,-122.296874,471.64,"47.097454 -122.296342","47.098695 -122.296874"
"9863","Starbucks",47.602082,-122.285387,47.599433,-122.301982,4206.74,"47.602082 -122.285387","47.599433 -122.301982"
"9864","Starbucks",47.704201,-122.325326,47.709062,-122.325428,1773.39,"47.704201 -122.325326","47.709062 -122.325428"
"9865","Starbucks",43.69169,-116.33833,43.692647,-116.352234,3694.12,"43.69169 -116.33833","43.692647 -116.352234"
"9866","Starbucks",43.6243,-116.212142,43.624921,-116.209506,733.79,"43.6243 -116.212142","43.624921 -116.209506"
"9867","Starbucks",48.273204,-116.547777,48.279243,-116.553481,2604.48,"48.273204 -116.547777","48.279243 -116.553481"
"9868","Starbucks",47.790419,-122.367264,47.791384,-122.367341,352.53,"47.790419 -122.367264","47.791384 -122.367341"
"9869","Starbucks",47.599433,-122.301982,47.607059,-122.309248,3309.31,"47.599433 -122.301982","47.607059 -122.309248"
"9870","Starbucks",47.682021,-117.283786,47.670378,-117.284861,4255.39,"47.682021 -117.283786","47.670378 -117.284861"
"9871","Starbucks",47.754675,-122.155433,47.755875,-122.156948,574.89,"47.754675 -122.155433","47.755875 -122.156948"
"9872","Starbucks",47.580772,-122.335241,47.5842,-122.333936,1291.26,"47.580772 -122.335241","47.5842 -122.333936"
"9873","Starbucks",47.001728,-120.53471,46.996093,-120.543492,3004.4,"47.001728 -120.53471","46.996093 -120.543492"
"9874","Starbucks",47.245522,-122.437086,47.253244,-122.438359,2834.31,"47.245522 -122.437086","47.253244 -122.438359"
"9875","Starbucks",47.711583,-122.189031,47.712287,-122.191177,587.44,"47.711583 -122.189031","47.712287 -122.191177"
"9876","Starbucks",47.624991,-122.15459,47.62539,-122.154415,151.81,"47.624991 -122.15459","47.62539 -122.154415"
"9877","Starbucks",47.670384,-122.120148,47.66982,-122.121645,422.34,"47.670384 -122.120148","47.66982 -122.121645"
"9878","Starbucks",47.565913,-122.003902,47.565903,-122.00376,35.25,"47.565913 -122.003902","47.565903 -122.00376"
"9879","Starbucks",46.600141,-120.583724,46.599061,-120.584739,469.31,"46.600141 -120.583724","46.599061 -120.584739"
"9880","Starbucks",47.166489,-122.511831,47.163864,-122.518637,1945.02,"47.166489 -122.511831","47.163864 -122.518637"
"9881","Starbucks",47.614047,-122.347312,47.61401,-122.347266,17.63,"47.614047 -122.347312","47.61401 -122.347266"
"9882","Starbucks",47.460968,-122.33352,47.471285,-122.334916,3779.11,"47.460968 -122.33352","47.471285 -122.334916"
"9883","Starbucks",47.486718,-121.791263,47.487503,-121.793608,646.65,"47.486718 -121.791263","47.487503 -121.793608"
"9884","Starbucks",48.000879,-122.105719,48.001417,-122.105254,226.89,"48.000879 -122.105719","48.001417 -122.105254"
"9885","Starbucks",46.224679,-119.224011,46.226309,-119.210167,3554.12,"46.224679 -119.224011","46.226309 -119.210167"
"9886","Starbucks",47.222905,-122.471146,47.215713,-122.467353,2787.49,"47.222905 -122.471146","47.215713 -122.467353"
"9887","Starbucks",48.237889,-122.328674,48.240293,-122.358349,7284.78,"48.237889 -122.328674","48.240293 -122.358349"
"9888","Starbucks",47.677873,-122.354569,47.692678,-122.354591,5400.59,"47.677873 -122.354569","47.692678 -122.354591"
"9889","Starbucks",47.388767,-122.04468,47.388121,-122.045063,254.02,"47.388767 -122.04468","47.388121 -122.045063"
"9890","Starbucks",47.693738,-116.788974,47.694432,-116.805822,4157,"47.693738 -116.788974","47.694432 -116.805822"
"9891","Starbucks",47.615016,-122.196021,47.615946,-122.196535,362.16,"47.615016 -122.196021","47.615946 -122.196535"
"9892","Starbucks",46.297958,-119.275196,46.299616,-119.275543,610.99,"46.297958 -119.275196","46.299616 -119.275543"
"9893","Starbucks",47.621481,-122.348246,47.621481,-122.351232,736.4,"47.621481 -122.348246","47.621481 -122.351232"
"9894","Starbucks",47.621481,-122.351232,47.621481,-122.348246,736.4,"47.621481 -122.351232","47.621481 -122.348246"
"9895","Starbucks",47.544706,-122.387433,47.55983,-122.384892,5552.39,"47.544706 -122.387433","47.55983 -122.384892"
"9896","Starbucks",48.769447,-122.444494,48.769671,-122.443861,173.16,"48.769447 -122.444494","48.769671 -122.443861"
"9897","Starbucks",47.669068,-117.396609,47.672314,-117.395021,1247.05,"47.669068 -117.396609","47.672314 -117.395021"
"9898","Starbucks",33.622454,-112.426908,33.637516,-112.425319,5502.35,"33.622454 -112.426908","33.637516 -112.425319"
"9899","Starbucks",38.625811,-90.187446,38.625172,-90.190579,924.86,"38.625811 -90.187446","38.625172 -90.190579"
"9900","Starbucks",29.789223,-95.41002,29.776572,-95.410878,4608.94,"29.789223 -95.41002","29.776572 -95.410878"
"9901","Starbucks",38.970452,-95.303863,38.971735,-95.271633,9175.63,"38.970452 -95.303863","38.971735 -95.271633"
"9902","Starbucks",35.783614,-86.914892,35.780134,-86.914502,1272.09,"35.783614 -86.914892","35.780134 -86.914502"
"9903","Starbucks",33.823612,-116.510086,33.817245,-116.529554,6350.88,"33.823612 -116.510086","33.817245 -116.529554"
"9904","Starbucks",35.903457,-79.051587,35.909424,-79.04123,3758.59,"35.903457 -79.051587","35.909424 -79.04123"
"9905","Starbucks",30.51288,-90.469194,30.443409,-90.142359,106017.08,"30.51288 -90.469194","30.443409 -90.142359"
"9906","Starbucks",32.6298,-114.494896,32.658019,-114.409444,28237.46,"32.6298 -114.494896","32.658019 -114.409444"
"9907","Starbucks",33.599449,-117.175969,33.599366,-117.176029,35.3,"33.599449 -117.175969","33.599366 -117.176029"
"9908","Starbucks",32.80295,-117.006341,32.801095,-117.003886,1012.25,"32.80295 -117.006341","32.801095 -117.003886"
"9909","Starbucks",35.3092,-119.092529,35.318816,-119.090161,3570.81,"35.3092 -119.092529","35.318816 -119.090161"
"9910","Starbucks",37.783421,-122.432888,37.782999,-122.431552,415.57,"37.783421 -122.432888","37.782999 -122.431552"
"9911","Starbucks",34.072439,-117.369893,34.063236,-117.43431,19794.63,"34.072439 -117.369893","34.063236 -117.43431"
"9912","Starbucks",37.800475,-122.273954,37.80396,-122.274449,1277.11,"37.800475 -122.273954","37.80396 -122.274449"
"9913","Starbucks",38.079833,-78.47278,38.078819,-78.476419,1110.68,"38.079833 -78.47278","38.078819 -78.476419"
"9914","Starbucks",33.874593,-118.08199,33.858789,-118.090567,6313.21,"33.874593 -118.08199","33.858789 -118.090567"
"9915","Starbucks",33.679595,-116.295294,33.708557,-116.290081,10657.98,"33.679595 -116.295294","33.708557 -116.290081"
"9916","Starbucks",32.748678,-117.124976,32.74826,-117.131167,1909.63,"32.748678 -117.124976","32.74826 -117.131167"
"9917","Starbucks",38.988532,-76.988396,38.974432,-76.983971,5287.41,"38.988532 -76.988396","38.974432 -76.983971"
"9918","Starbucks",43.031673,-88.047677,43.014667,-88.046145,6211.91,"43.031673 -88.047677","43.014667 -88.046145"
"9919","Starbucks",47.626674,-122.628285,47.621138,-122.630547,2095.03,"47.626674 -122.628285","47.621138 -122.630547"
"9920","Starbucks",47.58213,-122.13482,47.596722,-122.148774,6339.5,"47.58213 -122.13482","47.596722 -122.148774"
"9921","Starbucks",38.231883,-77.504589,38.291425,-77.51243,21800.64,"38.231883 -77.504589","38.291425 -77.51243"
"9922","Starbucks",38.957502,-77.400909,38.95122,-77.408731,3191.17,"38.957502 -77.400909","38.95122 -77.408731"
"9923","Starbucks",38.796114,-77.610758,38.794853,-77.607144,1127.82,"38.796114 -77.610758","38.794853 -77.607144"
"9924","Starbucks",31.774421,-106.500497,31.77064,-106.50415,1783.49,"31.774421 -106.500497","31.77064 -106.50415"
"9925","Starbucks",31.767759,-106.319381,31.759552,-106.26867,16041.74,"31.767759 -106.319381","31.759552 -106.26867"
"9926","Starbucks",44.060278,-122.998463,44.06317,-123.023855,6757.55,"44.060278 -122.998463","44.06317 -123.023855"
"9927","Starbucks",44.09555,-123.096596,44.098961,-123.12869,8522.72,"44.09555 -123.096596","44.098961 -123.12869"
"9928","Starbucks",40.920338,-74.066439,40.916396,-74.06134,2012.15,"40.920338 -74.066439","40.916396 -74.06134"
"9929","Starbucks",41.003732,-74.040507,40.992083,-74.031649,4898.31,"41.003732 -74.040507","40.992083 -74.031649"
"9930","Starbucks",35.171695,-80.847605,35.151763,-80.830711,8839.47,"35.171695 -80.847605","35.151763 -80.830711"
"9931","Starbucks",35.942808,-78.540942,35.974413,-78.541991,11509.64,"35.942808 -78.540942","35.974413 -78.541991"
"9932","Starbucks",30.19415,-93.249028,30.184468,-93.218291,10330.16,"30.19415 -93.249028","30.184468 -93.218291"
"9933","Starbucks",33.856211,-84.583397,33.873029,-84.530043,17314.91,"33.856211 -84.583397","33.873029 -84.530043"
"9934","Starbucks",28.2089,-82.668304,28.200264,-82.66624,3209.59,"28.2089 -82.668304","28.200264 -82.66624"
